prompt,pipeline
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.57:8090/preview_sd"", ""video_crop"": {""top"": 253, ""left"": 35, ""right"": 14, ""bottom"": 492}, ""video_scale"": {""width"": 923, ""height"": 714}, ""caps_filter"": ""YUY2"", ""frame_rate"": ""25/1"", ""detect"": {""model"": ""/var/lib/models/onnx/recognition/1.0/FP32/model_6282.xml"", ""device"": ""CPU"", ""threshold"": 0.8}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/home/user/.local/models/intel/detection/2.0/FP32/model_8315.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/usr/local/intel/model_proc/segmentation/model_5447.json""}, ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 928}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.57:8090/preview_sd ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=25/1 ! videoconvert ! capsfilter caps=video/x-raw,format=YUY2 ! videocrop top=253 left=35 right=14 bottom=492 ! queue ! videoscale ! video/x-raw,width=923,height=714 ! gvadetect model=/var/lib/models/onnx/recognition/1.0/FP32/model_6282.xml device=CPU threshold=0.8 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/home/user/.local/models/intel/detection/2.0/FP32/model_8315.xml device=GPU inference-region=full-frame model-proc=/usr/local/intel/model_proc/segmentation/model_5447.json ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=928"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.96:8015/main_low"", ""video_crop"": {""top"": 0, ""left"": 3, ""right"": 77, ""bottom"": 499}, ""video_scale"": {""width"": 958, ""height"": 526}, ""caps_filter"": ""YUV9"", ""frame_rate"": ""1/1"", ""detect"": {""model"": ""/home/user/.local/models/intel/recognition/2.1/FP32/model_9133.xml"", ""device"": ""HDDL"", ""threshold"": 0.7}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/home/user/.local/models/openvino/detection/4.0/FP16/model_7608.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 775}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.96:8015/main_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=1/1 ! videoconvert ! capsfilter caps=video/x-raw,format=YUV9 ! videocrop top=0 left=3 right=77 bottom=499 ! queue ! videoscale ! video/x-raw,width=958,height=526 ! gvadetect model=/home/user/.local/models/intel/recognition/2.1/FP32/model_9133.xml device=HDDL threshold=0.7 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/home/user/.local/models/openvino/detection/4.0/FP16/model_7608.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=775"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.189:8036/record/channel3"", ""video_crop"": {""top"": 373, ""left"": 79, ""right"": 1, ""bottom"": 277}, ""video_scale"": {""width"": 1849, ""height"": 652}, ""detect"": {""model"": ""/home/user/.local/models/onnx/detection/2.1/FP16/model_3966.xml"", ""device"": ""HDDL"", ""threshold"": 0.84}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/opt/models/tensorflow/detection/1.0/FP32/model_6245.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame""}, ""inference"": [{""model"": ""/var/lib/models/onnx/recognition/2.1/INT8/model_5633.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/intel/segmentation/2.1/INT8/model_9334.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/onnx/recognition/3.0/INT8/model_7995.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.189:8036/record/channel3 ! rtph264depay ! h264parse ! avdec_h264 ! videocrop top=373 left=79 right=1 bottom=277 ! queue ! videoscale ! video/x-raw,width=1849,height=652 ! gvadetect model=/home/user/.local/models/onnx/detection/2.1/FP16/model_3966.xml device=HDDL threshold=0.84 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/opt/models/tensorflow/detection/1.0/FP32/model_6245.xml device=HDDL inference-region=full-frame ! queue ! gvainference model=/var/lib/models/onnx/recognition/2.1/INT8/model_5633.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/segmentation/2.1/INT8/model_9334.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/onnx/recognition/3.0/INT8/model_7995.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.124:8003/sub_sd"", ""detect"": {""model"": ""/home/user/.local/models/intel/recognition/2.0/FP16/model_5362.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/segmentation/model_2002.json"", ""inference_interval"": 6}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/home/user/.local/models/pytorch/detection/1.0/FP16/model_9824.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame"", ""model_proc"": ""/usr/local/intel/model_proc/detection/model_4756.json""}, ""emit_signals"": false, ""sync"": true, ""drop"": true}",gst-launch-1.0 rtspsrc location=rtsp://192.168.1.124:8003/sub_sd ! rtph264depay ! h264parse ! avdec_h264 ! gvadetect model=/home/user/.local/models/intel/recognition/2.0/FP16/model_5362.xml device=HDDL model-proc=/opt/intel/model_proc/segmentation/model_2002.json inference-interval=6 ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/home/user/.local/models/pytorch/detection/1.0/FP16/model_9824.xml device=HDDL inference-region=full-frame model-proc=/usr/local/intel/model_proc/detection/model_4756.json ! queue ! appsink name=appsink emit-signals=False drop=True sync=True
"{""source_type"": ""file"", ""source_location"": ""/opt/store_3/entrance/sensor_3.mp4"", ""video_scale"": {""width"": 1270, ""height"": 371}, ""caps_filter"": ""A422_10BE"", ""frame_rate"": ""30/2"", ""detect"": {""model"": ""/opt/models/openvino/detection/1.0/FP32/model_3775.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/detection/model_6606.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/var/lib/models/pytorch/detection/2.1/FP32/model_6933.xml"", ""device"": ""CPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/var/lib/intel/model_proc/detection/model_8209.json""}, ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 706}","gst-launch-1.0 filesrc location=/opt/store_3/entrance/sensor_3.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=30/2 ! videoconvert ! capsfilter caps=video/x-raw,format=A422_10BE ! videoscale ! video/x-raw,width=1270,height=371 ! gvadetect model=/opt/models/openvino/detection/1.0/FP32/model_3775.xml device=HDDL model-proc=/opt/intel/model_proc/detection/model_6606.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/var/lib/models/pytorch/detection/2.1/FP32/model_6933.xml device=CPU inference-region=full-frame model-proc=/var/lib/intel/model_proc/detection/model_8209.json ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=706"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.18:8003/motion/channel4"", ""caps_filter"": ""NV12_10LE40_4L4"", ""detect"": {""model"": ""/opt/models/onnx/detection/2.0/FP32/model_8707.xml"", ""device"": ""GPU"", ""model_proc"": ""/var/lib/intel/model_proc/recognition/model_4776.json"", ""inference_interval"": 8}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/usr/local/models/tensorflow/recognition/2.1/FP32/model_7822.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list"", ""model_proc"": ""/home/user/.local/intel/model_proc/recognition/model_3566.json""}, ""emit_signals"": true, ""sync"": false, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.18:8003/motion/channel4 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=NV12_10LE40_4L4 ! gvadetect model=/opt/models/onnx/detection/2.0/FP32/model_8707.xml device=GPU model-proc=/var/lib/intel/model_proc/recognition/model_4776.json inference-interval=8 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/usr/local/models/tensorflow/recognition/2.1/FP32/model_7822.xml device=HDDL inference-region=roi-list model-proc=/home/user/.local/intel/model_proc/recognition/model_3566.json ! queue ! appsink name=appsink emit-signals=True drop=True sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.40:1935/3"", ""caps_filter"": ""A444_16LE"", ""detect"": {""model"": ""/opt/models/onnx/segmentation/3.0/FP16/model_2036.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/share/intel/model_proc/classification/model_7668.json"", ""threshold"": 0.86, ""inference_interval"": 10}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""emit_signals"": true, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.40:1935/3 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=A444_16LE ! gvadetect model=/opt/models/onnx/segmentation/3.0/FP16/model_2036.xml device=GPU model-proc=/usr/share/intel/model_proc/classification/model_7668.json threshold=0.86 inference-interval=10 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=False sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.247:8073/preview_low"", ""caps_filter"": ""NV12_16L32S"", ""frame_rate"": ""30/10"", ""detect"": {""model"": ""/var/lib/models/pytorch/recognition/1.0/FP16/model_4394.xml"", ""device"": ""HDDL"", ""model_proc"": ""/var/lib/intel/model_proc/detection/model_8465.json""}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""classify"": {""model"": ""/usr/local/models/intel/classification/2.0/FP32/model_2703.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame""}, ""emit_signals"": false, ""sync"": false, ""drop"": false, ""max_buffers"": 376}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.247:8073/preview_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=30/10 ! videoconvert ! capsfilter caps=video/x-raw,format=NV12_16L32S ! gvadetect model=/var/lib/models/pytorch/recognition/1.0/FP16/model_4394.xml device=HDDL model-proc=/var/lib/intel/model_proc/detection/model_8465.json ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvaclassify model=/usr/local/models/intel/classification/2.0/FP32/model_2703.xml device=HDDL inference-region=full-frame ! queue ! appsink name=appsink emit-signals=False drop=False sync=False max-buffers=376"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.47:8078/motion/channel1"", ""video_scale"": {""width"": 912, ""height"": 857}, ""detect"": {""model"": ""/home/user/.local/models/intel/recognition/4.0/FP32/model_4429.xml"", ""device"": ""HDDL"", ""model_proc"": ""/var/lib/intel/model_proc/classification/model_1975.json"", ""threshold"": 0.74, ""inference_interval"": 5}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [], ""emit_signals"": false, ""sync"": true, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.47:8078/motion/channel1 ! rtph264depay ! h264parse ! avdec_h264 ! videoscale ! video/x-raw,width=912,height=857 ! gvadetect model=/home/user/.local/models/intel/recognition/4.0/FP32/model_4429.xml device=HDDL model-proc=/var/lib/intel/model_proc/classification/model_1975.json threshold=0.74 inference-interval=5 ! queue ! gvatrack tracking-type=zero-term ! queue ! appsink name=appsink emit-signals=False drop=True sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_7/aisle/cam_1.mp4"", ""video_crop"": {""top"": 0, ""left"": 55, ""right"": 97, ""bottom"": 130}, ""frame_rate"": ""15/1"", ""detect"": {""model"": ""/var/lib/models/pytorch/segmentation/4.0/INT8/model_2688.xml"", ""device"": ""GPU"", ""model_proc"": ""/home/user/.local/intel/model_proc/classification/model_9716.json"", ""threshold"": 0.84}, ""track"": {""tracking_type"": 2}, ""emit_signals"": true, ""sync"": true, ""drop"": true, ""max_buffers"": 948}","gst-launch-1.0 filesrc location=/opt/retail_7/aisle/cam_1.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=15/1 ! videocrop top=0 left=55 right=97 bottom=130 ! queue ! gvadetect model=/var/lib/models/pytorch/segmentation/4.0/INT8/model_2688.xml device=GPU model-proc=/home/user/.local/intel/model_proc/classification/model_9716.json threshold=0.84 ! queue ! gvatrack tracking-type=2 ! queue ! appsink name=appsink emit-signals=True drop=True sync=True max-buffers=948"
"{""source_type"": ""file"", ""source_location"": ""/opt/store_10/checkout/device_4.mp4"", ""video_crop"": {""top"": 268, ""left"": 48, ""right"": 27, ""bottom"": 56}, ""caps_filter"": ""GBR_12BE"", ""frame_rate"": ""20/10"", ""detect"": {""model"": ""/home/user/.local/models/intel/recognition/4.0/FP32/model_4031.xml"", ""device"": ""GPU"", ""model_proc"": ""/home/user/.local/intel/model_proc/classification/model_1697.json""}, ""track"": {""tracking_type"": 0}, ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 548}","gst-launch-1.0 filesrc location=/opt/store_10/checkout/device_4.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=20/10 ! videoconvert ! capsfilter caps=video/x-raw,format=GBR_12BE ! videocrop top=268 left=48 right=27 bottom=56 ! queue ! gvadetect model=/home/user/.local/models/intel/recognition/4.0/FP32/model_4031.xml device=GPU model-proc=/home/user/.local/intel/model_proc/classification/model_1697.json ! queue ! gvatrack tracking-type=0 ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=548"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/mall_10/shelf_4.mp4"", ""video_crop"": {""top"": 308, ""left"": 0, ""right"": 77, ""bottom"": 417}, ""video_scale"": {""width"": 1130, ""height"": 426}, ""caps_filter"": ""I420_12LE"", ""frame_rate"": ""5/10"", ""detect"": {""model"": ""/opt/models/onnx/segmentation/2.1/FP16/model_9025.xml"", ""device"": ""CPU""}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/usr/local/models/tensorflow/detection/5.0/FP16/model_5541.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/openvino/segmentation/1.0/FP16/model_2167.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/pytorch/segmentation/2.1/FP32/model_6757.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/onnx/detection/2.0/FP32/model_7272.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 321}","gst-launch-1.0 filesrc location=/opt/data/mall_10/shelf_4.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=5/10 ! videoconvert ! capsfilter caps=video/x-raw,format=I420_12LE ! videocrop top=308 left=0 right=77 bottom=417 ! queue ! videoscale ! video/x-raw,width=1130,height=426 ! gvadetect model=/opt/models/onnx/segmentation/2.1/FP16/model_9025.xml device=CPU ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/usr/local/models/tensorflow/detection/5.0/FP16/model_5541.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/openvino/segmentation/1.0/FP16/model_2167.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/pytorch/segmentation/2.1/FP32/model_6757.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/onnx/detection/2.0/FP32/model_7272.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=321"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_10/checkout/camera_1.mp4"", ""video_crop"": {""top"": 182, ""left"": 35, ""right"": 47, ""bottom"": 254}, ""caps_filter"": ""AYUV"", ""frame_rate"": ""25/10"", ""detect"": {""model"": ""/var/lib/models/openvino/recognition/4.0/FP32/model_6316.xml"", ""device"": ""CPU"", ""model_proc"": ""/var/lib/intel/model_proc/detection/model_5905.json"", ""threshold"": 0.72, ""inference_interval"": 9}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/usr/local/models/pytorch/classification/5.0/FP16/model_9384.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, ""emit_signals"": false, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/mall_10/checkout/camera_1.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=25/10 ! videoconvert ! capsfilter caps=video/x-raw,format=AYUV ! videocrop top=182 left=35 right=47 bottom=254 ! queue ! gvadetect model=/var/lib/models/openvino/recognition/4.0/FP32/model_6316.xml device=CPU model-proc=/var/lib/intel/model_proc/detection/model_5905.json threshold=0.72 inference-interval=9 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/usr/local/models/pytorch/classification/5.0/FP16/model_9384.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/retail/surveillance_1/sensor_10.mp4"", ""video_scale"": {""width"": 1113, ""height"": 1066}, ""caps_filter"": ""NV12_64Z32"", ""frame_rate"": ""5/10"", ""detect"": {""model"": ""/var/lib/models/openvino/classification/5.0/FP32/model_6420.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/local/intel/model_proc/classification/model_2125.json"", ""threshold"": 0.7}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/home/user/.local/models/intel/segmentation/3.0/FP32/model_2630.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/intel/recognition/2.0/INT8/model_4871.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/onnx/classification/2.1/FP32/model_1954.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/data/retail/surveillance_1/sensor_10.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=5/10 ! videoconvert ! capsfilter caps=video/x-raw,format=NV12_64Z32 ! videoscale ! video/x-raw,width=1113,height=1066 ! gvadetect model=/var/lib/models/openvino/classification/5.0/FP32/model_6420.xml device=GPU model-proc=/usr/local/intel/model_proc/classification/model_2125.json threshold=0.7 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/home/user/.local/models/intel/segmentation/3.0/FP32/model_2630.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/intel/recognition/2.0/INT8/model_4871.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/onnx/classification/2.1/FP32/model_1954.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.234:8053/record/channel4"", ""video_scale"": {""width"": 867, ""height"": 515}, ""detect"": {""model"": ""/usr/share/models/pytorch/classification/2.0/INT8/model_8352.xml"", ""device"": ""HDDL"", ""threshold"": 0.74, ""inference_interval"": 3}, ""track"": {""tracking_type"": 1}, ""emit_signals"": false, ""sync"": true, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.234:8053/record/channel4 ! rtph264depay ! h264parse ! avdec_h264 ! videoscale ! video/x-raw,width=867,height=515 ! gvadetect model=/usr/share/models/pytorch/classification/2.0/INT8/model_8352.xml device=HDDL threshold=0.74 inference-interval=3 ! queue ! gvatrack tracking-type=1 ! queue ! appsink name=appsink emit-signals=False drop=True sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/shop/aisle_3/cam_1.mp4"", ""detect"": {""model"": ""/usr/local/models/pytorch/classification/1.0/INT8/model_7019.xml"", ""device"": ""HDDL"", ""inference_interval"": 7}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/usr/local/models/tensorflow/recognition/5.0/FP32/model_9866.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/var/lib/intel/model_proc/recognition/model_5649.json""}, ""inference"": [{""model"": ""/usr/local/models/tensorflow/detection/5.0/FP16/model_4268.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/tensorflow/classification/5.0/INT8/model_3872.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/detection/2.1/INT8/model_7414.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 933}",gst-launch-1.0 filesrc location=/opt/data/shop/aisle_3/cam_1.mp4 ! decodebin ! gvadetect model=/usr/local/models/pytorch/classification/1.0/INT8/model_7019.xml device=HDDL inference-interval=7 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/usr/local/models/tensorflow/recognition/5.0/FP32/model_9866.xml device=GPU inference-region=full-frame model-proc=/var/lib/intel/model_proc/recognition/model_5649.json ! queue ! gvainference model=/usr/local/models/tensorflow/detection/5.0/FP16/model_4268.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/local/models/tensorflow/classification/5.0/INT8/model_3872.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/detection/2.1/INT8/model_7414.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=933
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.160:8012/sub_hd"", ""video_crop"": {""top"": 0, ""left"": 67, ""right"": 91, ""bottom"": 181}, ""frame_rate"": ""90/3"", ""detect"": {""model"": ""/usr/share/models/tensorflow/recognition/2.0/FP16/model_6502.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/local/intel/model_proc/segmentation/model_1547.json"", ""threshold"": 0.8, ""inference_interval"": 10}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""inference"": [{""model"": ""/usr/share/models/openvino/segmentation/2.0/FP32/model_1161.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/pytorch/classification/1.0/INT8/model_1384.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 874}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.160:8012/sub_hd ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=90/3 ! videocrop top=0 left=67 right=91 bottom=181 ! queue ! gvadetect model=/usr/share/models/tensorflow/recognition/2.0/FP16/model_6502.xml device=GPU model-proc=/usr/local/intel/model_proc/segmentation/model_1547.json threshold=0.8 inference-interval=10 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvainference model=/usr/share/models/openvino/segmentation/2.0/FP32/model_1161.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/pytorch/classification/1.0/INT8/model_1384.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=874"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.145:8044/main_low"", ""video_crop"": {""top"": 0, ""left"": 31, ""right"": 99, ""bottom"": 470}, ""detect"": {""model"": ""/usr/share/models/tensorflow/detection/4.0/FP32/model_7817.xml"", ""device"": ""HDDL"", ""model_proc"": ""/usr/local/intel/model_proc/segmentation/model_7829.json""}, ""track"": {""tracking_type"": 2}, ""emit_signals"": true, ""sync"": true, ""drop"": true, ""max_buffers"": 941}",gst-launch-1.0 rtspsrc location=rtsp://192.168.1.145:8044/main_low ! rtph264depay ! h264parse ! avdec_h264 ! videocrop top=0 left=31 right=99 bottom=470 ! queue ! gvadetect model=/usr/share/models/tensorflow/detection/4.0/FP32/model_7817.xml device=HDDL model-proc=/usr/local/intel/model_proc/segmentation/model_7829.json ! queue ! gvatrack tracking-type=2 ! queue ! appsink name=appsink emit-signals=True drop=True sync=True max-buffers=941
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.164:8094/preview"", ""video_scale"": {""width"": 1565, ""height"": 748}, ""frame_rate"": ""30/10"", ""detect"": {""model"": ""/opt/models/tensorflow/detection/3.0/FP32/model_9556.xml"", ""device"": ""HDDL"", ""model_proc"": ""/home/user/.local/intel/model_proc/detection/model_2622.json"", ""threshold"": 0.84}, ""track"": {""tracking_type"": 2}, ""classify"": {""model"": ""/home/user/.local/models/intel/recognition/4.0/FP16/model_7169.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/opt/models/intel/segmentation/2.1/FP32/model_9628.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/onnx/segmentation/4.0/INT8/model_2656.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/recognition/2.0/FP16/model_3160.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 964}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.164:8094/preview ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=30/10 ! videoscale ! video/x-raw,width=1565,height=748 ! gvadetect model=/opt/models/tensorflow/detection/3.0/FP32/model_9556.xml device=HDDL model-proc=/home/user/.local/intel/model_proc/detection/model_2622.json threshold=0.84 ! queue ! gvatrack tracking-type=2 ! queue ! gvaclassify model=/home/user/.local/models/intel/recognition/4.0/FP16/model_7169.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/segmentation/2.1/FP32/model_9628.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/onnx/segmentation/4.0/INT8/model_2656.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/recognition/2.0/FP16/model_3160.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=964"
